province,title,rating,description,address,img,types,Link,
Bình Thu?n,Vita Garden Mini-Zoo,3.9,"Vita Garden Mini-Zoo - Picture of Vita Garden Mini-Zoo, Phan Thiet -  Tripadvisor","X735+R92, Fairy Stream Canyon, Hu?nh Thúc Kháng, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://media-cdn.tripadvisor.com/media/photo-s/0a/16/98/8b/vita-garden-mini-zoo.jpg,"['?i?m thu hút khách du l?ch', 'V??n bách thú']",https://www.tripadvisor.in/LocationPhotoDirectLink-g298086-d9748338-i169253003-Vita_Garden_Mini_Zoo-Phan_Thiet_Binh_Thuan_Province.html,
Bình Thu?n,??i Cát ??,4,"??i cát bay - M?i Né Bình Thu?n, Vi?t Nam","01 Hòn R?m, ?T716, M?i Né, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://media.gody.vn/images/binh-thuan/doi-cat-bay/10-2016/20161021033927-doi-cat-bay-mui-ne-gody%20(4).jpg,['?i?m thu hút khách du l?ch'],https://gody.vn/chau-a/viet-nam/binh-thuan/doi-cat-bay,
Bình Thu?n,?I?N GIÓ ??i Phong,4.7,?i?n gió ??i Phong,"X7JV+VXW, Thi?n Nghi?p, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=144930763999672,['?i?m thu hút khách du l?ch'],https://www.facebook.com/DiengioDaiPhong/?locale=vi_VN,
Bình Thu?n,Red Canyon,4.1,Red Canyon Utah | Red Canyon Dixie National Forest,"khu ph? 4, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://www.rubysinn.com/wp-content/uploads/2014/11/redcanyon-utah.jpg,['?i?m thu hút khách du l?ch'],https://www.rubysinn.com/red-canyon-utah/,
Bình Thu?n,Su?i Tiên - M?i Né,3.8,"Su?i Tiên M?i Né, ?óa ban ?? gi?a sa m?c cát Bình Thu?n - Hòn R?m 2 RESORT","40B Hu?nh Thúc Kháng, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",http://honrom.vn/Uploads/images/BaiViet/q1.jpg,['?i?m thu hút khách du l?ch'],https://honrom.vn/bai-viet/suoi-tien-mui-ne-doa-ban-do-giua-sa-mac-cat-binh-thuan-89.html,
Bình Thu?n,Bãi Bi?n M?i Né,4.2,M?i Né n?m trong danh sách 10 bãi bi?n t?t nh?t th? gi?i,"?. Xuân Th?y, Hàm Thu?n B?c, Bình Thu?n 77157, Vi?t Nam",https://image.nhandan.vn/w800/Files/Images/2021/12/08/Mui_Ne_Best_Beaches_Vietnam_Tour-1638954336704.jpg.webp,['?i?m thu hút khách du l?ch'],https://nhandan.vn/mui-ne-nam-trong-danh-sach-10-bai-bien-tot-nhat-the-gioi-post677341.html,
Bình Thu?n,?I?M THAM QUAN - DU L?CH SU?I TIÊN,4.2,Khu du l?ch Su?i Tiên Theme Park Sài Gòn có gì vui? 2025,"X745+6HW, khu ph? 4, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://r2.nucuoimekong.com/wp-content/uploads/khu-du-lich-suoi-tien-hcm.jpg,['?i?m thu hút khách du l?ch'],https://nucuoimekong.com/khu-du-lich-suoi-tien,
Bình Thu?n,Làng chài M?i Né,3.9,,"W7RH+7MV, M?i Né, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipP1StQGppqdSegE53_iAgg1CCdn8uQoBtP1Dq_t=w122-h92-k-no,['?i?m thu hút khách du l?ch'],,
Bình Thu?n,Mango Beach,4.2,,"72A Hu?nh Thúc Kháng, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n 77117, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOQGvbL4PMtp1XNaiFZ8NlqO_DrEp96ooRKMXzL=w122-h92-k-no,"['Bãi bi?n công c?ng', 'Quán cà phê', 'Nhà hàng', 'V??n bách thú']",,
Bình Thu?n,Hanna Beach,4.1,,"68 Hu?nh Thúc Kháng, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n 800000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMAFOxWZ9nQRSEq8wLqQCqnxmnq1dBN8Wp1_GN3=w163-h92-k-no,['?i?m thu hút khách du l?ch'],,
Bình Thu?n,B?O TÀNG C? V?T M?I NÉ.,4.9,,"H?m cây x?ng Liên Danh, Khu ph? 5, Thành ph? Phan Thi?t, Bình Thu?n 77000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNlUB1MIoGvDLJXcmp5SaiQZUXW-QwuEIcdLT9t=w151-h92-k-no,['?i?m thu hút khách du l?ch'],,
Bình Thu?n,Bãi R?ng,3.9,,"15 Hu?nh Thúc Kháng, khu ph? 4, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPbaKe33Im_rHqSfYJCXl6liqh5T5O0als93plK=w122-h92-k-no,['Khách s?n ngh? d??ng'],,
Bình Thu?n,PIT STOP Food Court - Ph? ?m th?c M?i Né,4.5,,"122 Nguy?n ?ình Chi?u, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMoYnPBtAncgYbVBpAkC0-LSiAJD6sI-TlmULw9=w138-h92-k-no,"['Quán cà phê', 'Bar & Grill', 'Quán bia sân v??n', 'Khu ?n u?ng', 'Nhà hàng ?n chay', 'Nhà hàng Hungari', 'Nhà hàng Mexico', 'Nhà hàng pizza', 'Nhà hàng', 'Nhà hàng h?i s?n']",,
Bình Thu?n,Làng Chài Hòn R?m,4,,"X85G+7VV, Bi?n ?ông, Hàm Thu?n B?c, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNrNIwWonIya6z3TUj0_Ltq-d0jXmchz3-0SjJT=w157-h92-k-no,['?i?m thu hút khách du l?ch'],,
Bình Thu?n,Rainbow Beach M?i Né - Homestay & Coffee,5,,"98 Hu?nh Thúc Kháng, M?i Né, Thành ph? Phan Thi?t, Bình Thu?n 800000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipML3A6x5rSaTWneLfLtMrlrwHWrM-3Fnu_JKsnD=w122-h92-k-no,"['?i?m thu hút khách du l?ch', 'Quán cà phê', 'Khách s?n']",,
Bình Thu?n,Rang Garden Resort,3.2,,"233A Nguy?n ?ình Chi?u, khu ph? 2, Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMCEGaRGF3Y7mGV8dQQAaQhIjf1-IBCJmX1xHJN=w138-h92-k-no,['Khách s?n ngh? d??ng'],,
Bình Thu?n,Hòn R?m,4.3,,"X83P+F2W, M?i Né, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPjtdHgIQL4ALUvb0zBA0uybLR4pTlQ8Kbziba7=w163-h92-k-no,['?i?m thu hút khách du l?ch'],,
Bình Thu?n,Thác Su?i Cát Su?i Tiên,4,,"X757+C46, Thi?n Nghi?p, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMWxSGxnE5FsrDxXvXWOAp1Ax5tCowjyYdMn_1h=w122-h92-k-no,['Th?ng c?nh'],,
Bình Thu?n,Ocean Place Resort,3.8,,"192 Nguy?n ?ình Chi?u, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n 700000, Vi?t Nam",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGne_RluHrA3gwR4rrHSqPBBvbCPC_G0poF3NInX9NdpXe4W6OaoNaPAopQ_hngM5AlUtxeHdSFTOHBXCItsXFfgb6UoF2iu9rMaU0ShtSI6sHoFnEqzT8TMMgxX1A2BuNDSScftC5QSf86RmRgdb-CQ_MH4yTIBB3BVBbOQSPYql3f5tNZ1mUK=w138-h92-k-no,"['Khách s?n ngh? d??ng', 'Phòng ti?c', 'Bi?t th? nhà v??n']",,
Bình Thu?n,Nirvana Beach Club,4.3,,"122 Nguy?n ?ình Chi?u, Ph??ng Hàm Ti?n, Thành ph? Phan Thi?t, Bình Thu?n, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOvlqnpLcbHSXSg-PHaprW_8aHoWMO4FVm_8lPI=w138-h92-k-no,"['Quán bar cocktail', 'Quán bar', 'Quán bia sân v??n', 'V? tr??ng', 'Quán bar Hookah', 'H?p ?êm', 'Nhà hàng']",,
Cà Mau,KM s? 0 Cà Mau,4.5,,"Ph??ng 6, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNFt5h5vFkGXFTM5MZKNLsaBdTVA4dd4YgxSlem=w163-h92-k-no,['?i?m thu hút khách du l?ch'],,
Cà Mau,KHU VUI CH?I TR? EM KUBO CÀ MAU,4.5,,"TTTM Sense City, 9 ?. Tr?n H?ng ??o, Ph??ng 5, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPvVdGwEMxNGw2YxU_sqFEXDfLuzOe22_ZAv720=w138-h92-k-no,['Trung tâm vui ch?i dành cho tr? em'],,
Cà Mau,Chùa Bà Thiên H?u Cà Mau,4.7,,"68 Lê L?i, Ph??ng 2, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMAHpC8qW7fuh9D6ikYBUL5uTFeoBeJkI_Jmhz-=w122-h92-k-no,"['?i?m thu hút khách du l?ch', 'N?i th? cúng', 'Chùa']",,
Cà Mau,Khu Vui Ch?i,5,,"323 ?. Lý Th??ng Ki?t, Ph??ng 6, Cà Mau, 970000, Vi?t Nam",,,,
Cà Mau,Khu vui ch?i g?u con,3,,"21 ?. Tr?n H?ng ??o, Khóm 5, Cà Mau, Vi?t Nam",,['Sân ch?i'],,
Cà Mau,Ch? n?i Cà Mau,4.2,,"Ph??ng 7, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNIXu_mTA6xI1-9uTsGIfbKAoDytKwWu8fHESic=w163-h92-k-no,"['Ch? tr?i', 'Ch? n?i', 'Ch??']",,
Cà Mau,Khu T??ng ni?m Ch? t?ch H? Chí Minh,4.4,,"Ngô Quy?n, Ph??ng 1, Tp. Cà Mau, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNVdvlbgV4QSH4DoVJUhhzFneN3VZomxEtGGSaE=w122-h92-k-no,['Công viên l?u ni?m'],,
Cà Mau,Galaxy Cinema Cà Mau,4.4,,"Sense City, 9 ?. Tr?n H?ng ??o, Ph??ng 5, Cà Mau, 700000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMi26VVuS4BOgOIIQ2UrIAE8oiGQCakUXzVS7B-=w177-h92-k-no,['R?p chi?u phim'],,
Cà Mau,Cafe V??n Chim Cà Mau,4.1,,"54PP+3QC, Unnamed, Road, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMf2JcqbmCssIitfcOfG5x50DH78tEQeLaoUJIW=w122-h92-k-no,['Quán cà phê'],,
Cà Mau,Chùa S?c T? Quan Âm C? T?,4.5,,"Ph??ng 4, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOIcDXqrjZ5Sck9JgOM5NHDKD6rB8hC97rGRTzW=w122-h92-k-no,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",,
Cà Mau,Sân v?n ??ng Cà Mau,3.8,,"54MR+MV4, ???ng ?inh Tiên Hoàng, Hoa L?, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNYpT3Z7XNqbDNpO-S6AFPqWVXQR84QoUjNmhjS=w163-h92-k-no,['Sân v?n ??ng'],,
Cà Mau,Cà mau chùa Monivongsa Bopharam,4.5,,"54JR+CC6, ???ng ?inh Tiên Hoàng, Ph??ng 1, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNBHDkcVE5j_oTGraEZS-WZ6QgJkF4h0SzLHf01=w106-h92-k-no,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",,
Cà Mau,?ình Làng Tân H?ng,4.3,,"44RH+7MV, QL1A, Lý V?n Lâm, Tp. Cà Mau, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipM4mKH_y__PC8q4RkMavlcUBh2dWDgPl3kuO66L=w163-h92-k-no,['??a ?i?m l?ch s?'],,
Cà Mau,Karaoke Weekend,4.1,,"30 ?. Hùng V??ng, Khóm 5, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMZQpAJL2vRBCeWSHb3h8wYItep8h_i6oawAChA=w122-h92-k-no,['Quán bar karaoke'],,
Cà Mau,TV KHÔI NGUY?N,3.9,,"61A Nguy?n Ng?c Sanh, Ph??ng 5, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPbJ3cYKx_RW5Al6J-drYxgovsTWXpp8Hjjyyst=w80-h106-k-no,['Quán bar'],,
Cà Mau,Cafe Koi 2,4,,"???ng ?inh Tiên Hoàng, Khóm 2, Cà Mau, 98106, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNAv8pwtarZERAn806uCRfMERZwRKYHqvIAHWqd=w122-h92-k-no,"['Quán cà phê', 'Nhà hàng']",,
Cà Mau,S? V?n Hoá Th? Thao Và Du L?ch,4.1,,"91- 93 ?. Lý Th??ng Ki?t, Ph??ng 5, Cà Mau, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMpo1vT4GhZCjHeypkl-90nhczd3NOsRpW0lP7L=w122-h92-k-no,['??i lý du l?ch'],,
Cà Mau,M??ng Thanh Luxury Cà Mau Hotel,4.4,,"C3A Khu trung tâm hành chính chính tr?, Ph??ng 9, Cà Mau, 98000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNElZGiDsTHPpjuSAXnssrJq4lW33u7GIw-PlQt=w80-h108-k-no,['Khách s?n'],,
Cà Mau,Coffee Koi 3,3.9,,"16 Bùi Th? Tr??ng, Ph??ng 5, Cà Mau, 98100, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipM5las-KGNXLcFhoo982uTejX9G9xuXnnIdBJE4=w122-h92-k-no,['Quán cà phê'],,
Cà Mau,Motel Nh? Ng?c,4.8,,"22-24 221, K3, Tr?n V?n Th?i, Cà Mau 98000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNEj-Yy6lkhVjPd-NC9KTrteTim81lFurdNiiDm=w138-h92-k-no,"['Khách s?n', 'Khách s?n l?u trú dài h?n', 'Nhà khách', 'Nhà ngh? tr??t tuy?t', 'Khách s?n tình yêu', 'Khách s?n ngh? d??ng']",,
Cao B?ng,Qu?ng tr??ng T??ng ?ài Ch? t?ch H? Chí Minh,4.5,,"M785+8GC, P. H?p giang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOvAGYIkYRi9SrEVe7eFaGVkk08CmoMwrT37BP_=w163-h92-k-no,['?i?m thu hút khách du l?ch'],,
Cao B?ng,Cocoon Family & Kids Cafe - Khu vui ch?i tr? em ??u tiên t?i Cao B?ng,5,,"3 V??n Cam, P. H?p giang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPRS90Gt-1ElCGtsyYtYI1bMvYvfF3SJ7SElmZU=w80-h106-k-no,['Sân ch?i'],,
Cao B?ng,??n K? S?m,4.6,,"M6VP+F77, Xã, V?nh Quang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNS-bRL8UYjJ02xwCy4Cj6yWE3N8W0_ekf0ZpJ2=w122-h92-k-no,"['N?i th? cúng', '?i?m thu hút khách du l?ch']",,
Cao B?ng,Ph? ?i B? Kim ??ng,4.5,,"032 Kim ??ng, P. H?p giang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNO6GsgTgUGl4YSTepUaB8PRhEz2nly0L5uVQck=w80-h106-k-no,['Công viên gia?i trí'],,
Cao B?ng,Sân V?n ??ng Thành Ph? Cao B?ng,4,,"M7C4+4WQ, Ph? Lý T? Tr?ng, P. H?p giang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOajJhpv3yIIJkaSs3fZjhAKcxuIc3Smz8MBI2g=w122-h92-k-no,['Sân v?n ??ng'],,
Cao B?ng,H? Nà T?u,3.6,,"P5MQ+289, B? Tri?u, Hòa An, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMk3y0M6MS5uMPqUSoLn6Mh3RA_9bs39-QnWFaN=w128-h92-k-no,['?i?m thu hút khách du l?ch'],,
Cao B?ng,Cao Bang Travel Motobike Tours & Rental - Cho Thuê Xe Máy Cao B?ng,5,,"???ng 3/10, Sông B?ng, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPehGUIAOLUPFLTvGFk55EKRopfM4C2KUV6yb_J=w122-h92-k-no,"['??i lý cho thuê xe máy', '??i lý vé xe buýt', '??i lý du l?ch']",,
Cao B?ng,Cao Bang Eco House,4.8,,"Ph? Th?u C?u B?ng Giang, P. H?p giang, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNZrEb5z96Yq3SocPWEuxim0CNzFP6_eLsdizfJ=w138-h92-k-no,['Khách s?n'],,
Cao B?ng,Núi M?t Th?n,4.7,,"Cao Ch??ng, Trùng Khánh, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipN_YX1efJFhu4RXDAzW9TYrLAo2yQCvstPYflBr=w137-h92-k-no,['?i?m thu hút khách du l?ch'],,
Cao B?ng,KOKORO HOTEL & HOMESTAY,5,,"503 Khu 5A, t? 2, Cao B?ng, 270000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPE0lkCI5neVX-Qwr-cPM-rJCr3hsaEDn-BFe2Q=w80-h154-k-no,['Khách s?n'],,
Cao B?ng,H? Khu?i Lái,4.4,,"J5WM+878, B?ch ??ng, Hòa An, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOscO_HO6TkFPn1CSlmR1DUKVioUEj0713TpN_m=w163-h92-k-no,['H? câu cá'],,
Cao B?ng,Khu Du L?ch Sinh Thái H? Thang Hen,3.8,,"Qu?c To?n, Qu?ng Uyên, Cao B?ng 27100, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipPP38EUkWc7hKL9C7ze-Xkly_vWs-H1T5AYiasG=w122-h92-k-no,"['Khách s?n ngh? d??ng', 'Khu v?c n??ng', 'Khu c?m tr?i', 'Khu ?n u?ng', 'Nhà hàng', 'Khu v?c chèo thuy?n', '??i lý du l?ch tham quan', 'C?n h? ngh? mát']",,
Cao B?ng,Sen's Homestay (Cao B?ng),5,,"060 t? 7, Ng?c Xuân, Cao B?ng, 270000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNmgoR5kTu0FFssPEsYXBcz-Hi_c4JfR9k7z86d=w80-h120-k-no,['L?u trú nhà dân'],,
Cao B?ng,Cao Bang Eco Homestay,4.9,,"S? 024 t? dân ph? 11 (t? 23 c?, Nà C?n, Cao B?ng, 21000, Vi?t Nam",https://lh3.googleusercontent.com/gps-proxy/ALd4DhHxhjnkfqF8VCNy6YYIfDysUEywngpvinj0yhF755hh-fAJ11HBXATAHsPPVY9wHTf0VPX7lvSl2JlVRm3OTZIuVV3GZnoVbnwtyK50blqkdEcqKd4vwpzZoY6FavRSXw6cVwQ8zB3I4iDPfAftWsXBQ4OtsHK7qzocIqp-V81YNeX4WChrR58=w124-h92-k-no,"['L?u trú nhà dân', '??i lý cho thuê xe máy', '??i lý du l?ch tham quan', '??i lý du l?ch']",,
Cao B?ng,H? B?n Vi?t,4.5,,"RJ22+Q3F, Phong Châu, Trùng Khánh, Cao B?ng, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipOYQK3NESdVkFjmt0QdP8uuitwLVSkRscRK4Xlo=w122-h92-k-no,['?i?m thu hút khách du l?ch'],,
C?n Th?,tiNiWorld,4.8,,"Lotte C?n Th?, 84 ?. M?u Thân, An Hoà, Ninh Ki?u, C?n Th? 900000, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9bmT5rSiCAId21VSfNXZtFe_n3br3ZzEZEbqKwVXk9lKSTmDyOhO8xxlMtbcDsAv5vYMfdJB7hZ0fWZWELDW1Tc5yE1vN_i_0C13IY4wme85BDSCyP8MrEkhjM-OowcUrJw4YC=w122-h92-k-no,"['Trung tâm vui ch?i dành cho tr? em', 'Sân ch?i trong nhà']",,
C?n Th?,Công Viên L?u H?u Ph??c,4.4,,"?. Hoà Bình, An L?c, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-l_-mcBq6wD4Co5Acdq3Woa9-KnZorUVyiHBFfWcCd35A_dYI3we05LuBIRm2jbG68-ngoc_VqHjo5_W9fQgP_kipJLOVfoOytvXSanJ2j2EkfS5x2K9tB86PIPHi4dINJlpmf=w118-h92-k-no,"['?i?m thu hút khách du l?ch', 'Công viên']",,
C?n Th?,Công viên V?n hóa Mi?n Tây,4,,"?. Cách M?ng Tháng 8, An Hoà, Bình Th?y, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB88P_FdKZdDsHkZx3NEyeV2_GvncCqhB015H__2_B1teN49jm5t-L2FZVuRf9LAGEIf9bOvZIpmXuPVcE7IhoeT5NlCJe_SD0ibzidcKwwoJfwUKU7xQvt5XIYm4MwDzDnnMZ8=w173-h92-k-no,"['?i?m thu hút khách du l?ch', 'Công viên']",,
C?n Th?,Công viên Sông H?u,4.4,,"2QXR+Q95, Cái Kh?, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8hj3CeA2Jz39wy5zJFrKLOHAr6xybgKvaaWG1cK8Y3oiay18PTVLqWjQ0tGE0zt3rtaFUuSPbsrOn2Xuw_wxyBG5AmkGUpUXKRH-BVmYIZDxiNmRh6GvUIjh3GKTUemm69QcWsyA=w122-h92-k-no,['Công viên'],,
C?n Th?,Công viên n??c C?n Th?,3.6,,"2QRV+W3V, Lê L?i, Cái Kh?, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8CGFgxT4BLR1NNK7Si94ejDKsA8XijxzUws1MGNYm2C0eqbDL4rxzb1R4BAGmtB_rKCeoaHP2WyrzX410v6OJ510Lq5LVFNcS5MYdyzE0On8Z9IQjZfN3Ai9S3rSbV4PYQL9_qvQ=w80-h106-k-no,['Công viên n??c'],,
C?n Th?,Bãi T?m C?n Th?,3.7,,"Sông H?u, Cái Kh?, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8zL50TwiPA5ou_Lm1wkDsmmZrZzq3jBGTgES-MijQx1HjWWpWKIHaGwTkcSM8zGpv1u1d_c-tg8CKVM1Wf-JB16hwel7LB_QjuGREr9A5BRuE22k8Vj4cqufoXdRlZnr7zqbs-PA=w163-h92-k-no,['Bãi bi?n'],,
C?n Th?,Nhà Tr?c Th?ng C?n Th?,4.5,,"179 ???ng s? 6, Kdc Th?i Nh?t 2, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipNZPqr7ClhKTFYoTqRC-KC-HiYlByLcdrxWmbut=w80-h106-k-no,"['?i?m thu hút khách du l?ch', 'Quán cà phê']",,
C?n Th?,Khu Vui Ch?i GOAL KID & Spa,5,,"42 ?. 30/4, P, Ninh Ki?u, C?n Th? 900000, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipMBTz3k3OF9pZfdKNdIElHUTB3xNRIIGsi4Fk-V=w122-h92-k-no,['Trung tâm vui ch?i gi?i trí'],,
C?n Th?,Khu di tích V??n M?n,4.2,,"2P9M+3HF, ?. T? Th? Phi, An Bình, Bình Th?y, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9AnW2xSDwpilZFmkwlS4QfllhLYFomC6fG7ueGDyTpkK4_MJqIkwl7WOCSRIDGH2tve4IJdDacfWeiMPUlb3FNPl9ixgX38xdoemHwu-mKjJiu75Obyp6gwHXbS6x8UMxQOX8N=w122-h92-k-no,"['?i?m thu hút khách du l?ch', 'B?o tàng l?ch s? ??a ph??ng']",,
C?n Th?,Khu vui ch?i n??c th? gi?i tu?i th?,3.8,,"24A ?. L?c Long Quân, Bình Thu?, Bình Th?y, C?n Th?, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipM5KomOqYaQRUWn9i1QYSgXVcyqRhOSDOUH8JCp=w163-h92-k-no,['Sân ch?i'],,
C?n Th?,??n th? Vua Hùng,4.5,,"Võ V?n Ki?t, Bình Thu?, Bình Th?y, C?n Th? 900000, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8sJH_LzFxoLltKQagUccIe4EOe-c5OHIbcUysCYueF8_nZyIGjFxqqEaFlwHu4cVUzu7r6Sc90TRK2QJgP17VO_asIUM-EUGZ9qeFjyCoxvOlArVsyA9M_jntu3JKl7E3hNgP6Ew=w137-h92-k-no,"['?i?m thu hút khách du l?ch', 'Trung tâm tâm linh']",,
C?n Th?,Nhà c? Bình Th?y,4.1,,"144 ?. Bùi H?u Ngh?a, Bình Thu?, Bình Th?y, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB_nSKvoy34tEeZkAPwDecWp_t3s8mvla6qW5e9ZEN3SPzAgXJxqFy_7pwN-DFIG9eeOy5KBDla9D68deaAO0r4vzKW_OJaZtJSMmFKrELWSKJ8zG4DAIvDKn1PfF3WYovE8wABf=w122-h92-k-no,['?i?m thu hút khách du l?ch'],,
C?n Th?,B?n Ninh Ki?u,4.4,,"106 ???ng Hai Bà Tr?ng, Tân An, Ninh Ki?u, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB8CF5wskaIRC-KFFCWLJcTLsA_-4AfkVOk1g6GFP9rwiDXzIJd38Ft0wJ7IgAm_oK34eN7q5gJVzeaaG7BvLAmQEFeYG8hYbh745EAs8uQqMwzGEz56MOx2D0Q3qJIVi2Q4KVMX=w150-h92-k-no,['B?n du thuy?n'],,
C?n Th?,?ình Bình Th?y,4.5,,"46/11A Lê H?ng Phong, Bình Thu?, Bình Th?y, C?n Th?, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9hNST1mkkQbQDWwIptfVbFFrpe75JlWoPWfIIHneCxSH5fVOx1qSCGOhm4i0oUQrY82V0RgnyNuyKnDzVSA3K4Rtdslp2RQNI-ibDJ9YM8eYn9nGFhQmMRZpoE0wZUrLN9d4qg=w121-h92-k-no,"['?i?m thu hút khách du l?ch', '?ình làng']",,
C?n Th?,Museum of Tarot - B?o Tàng Tarot,4.6,,"44 ?. Nguy?n Khuy?n, Tân An, Ninh Ki?u, C?n Th? 900000, Vi?t Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9slS5Kr_fweXDgfEkajNhI7W5BSDJ2C17ie4qWjlM_wUJNqvuP2aUGwomJFsqU5bFdaMzLptOJHR4uayvnr0RyWX5D21_kT05EtrAMQ7dkcn_BRvp1did0F_LcGXInFYzDoT0=w122-h92-k-no,"['?i?m thu hút khách du l?ch', 'C?a hàng ?? c?', 'Quán ?n t? ph?c v?', 'B?o tàng']",,
